index,statement,label
7246,Says Rick Scott thinks employers should be able to deny women coverage for birth control.,0
7247,"Superbugs: Big Pharma to blame for coming death of 700,000 people annually",1
7248,"Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.",0
7249,"Says during George W. Bushs administration we were losing millions of jobs per month, while under Barack Obama we have three years of gaining hundreds of thousands of jobs per month.",1
7250,[Hillary Clinton]s not trusted -- virtually at all.,1
7251,"Says Barack Obamas regulatory adviser Cass Sunstein, wants to ban hunting and says animals should be represented in court.",0
7252,"Weve had examples like in Yuma County, where weve been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.",1
7253,"Says we have put more boots on the U.S.-Mexico border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.",0
7254,Refugees are subject to more rigorous screening than the average tourist in the U.S.,0
7255,Democrats Are in Worse Shape than Even They Think,0
7256,"BREAKING: Active Shooter Azusa, CA Polling Station, Multple Injured 1 DEAD (LIVE BLOG)",1
7257,Clinton Kicks Huma Abedin From Plane As FBI Obtain Warrant,1
7258,"The United States has more of our people in prison than Russia, China, and North Korea combined.",1
7259,Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.,0
7260,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent.",0
7261,Says President Barack Obama has not raised taxes.,1
7262,Nationwide tuition at public universities is up almost 300 percent ... in the last 20 years.,0
7263,Nearly 25 percent of all automobile accidents are caused by texting while driving.,1
7264,Anonymous Hacker Fighting For Justina Pelletier Pleads ‘Not Guilty’ In Children’s Hospital DDoS Attack,1
7265,We (in Illinois) have the fifth-highest tax burden in the country.,0
7266,"Under a proposal by Rep. Paul Ryan, people on Medicare will only have $15,000 from the federal government to spend on their health care.",1
7267,"In 2010, Mr. [Anthony] Gemma described himself as a pro-life candidate. Now, he claims to be pro-choice.",0
7268,(Hillary Clintons State Department) actually admonished one of her ambassadors because he wasnt using the proper server.,0
7269,Less than half of the poorest American households have a home Internet subscription.,0
7270,Indiana Parents Lose Their Baby and 2 Years of Their Lives in Jail for “Abuse” They Say Never Happened,1
7271,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",0
7272,"Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.",0
7273,California Today: Vaccinate Schoolchildren or Keep Them Home - The New York Times,0
7274,"""Today, we have more boots on the ground near the Southwest border than at any time in our history.""",0
7275,There were more people at the Air and Space Museum than at a rally against the health care bills.,0
7276,Florida Republicans Voting for Hillary Clinton · Guardian Liberty Voice,1
7277,"John Key, New Zealand’s Prime Minister, Says He Will Step Down - The New York Times",0
7278,Says all my grandparents immigrated to America.,1
7279,"Macy’s Will Cut 10,000 Jobs After Poor Holiday Sales - The New York Times",0
7280,How Hillary Clinton and Donald Trump Differ on Taxes - The New York Times,0
7281,"Irans regime is responsible for more than 1,000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital.",0
7282,Charges on the Republican Party of Florida credit card were made with my money.,1
7283,The United States has one of the highest corporate tax rates in the world.,0
7284,"Says his promise of 250,000 new private sector jobs was a big goal.",0
7285,The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.,0
7286,Withheld union dues fund half of Dem (Democratic) campaigns in Florida.,1
7287,There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.,0
7288,Says Milken Institute rated San Antonio as nations top-performing local economy.,0
7289,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.",1
7290,The jobs bill includes President Obamas tax on soup kitchens,1
7291,Hillary Clinton and her campaign of 2008 startedthe birther controversy.,1
7292,"Says that with President Obamas re-election, state and federal income tax rates for some taxpayers will rise to roughly 65 percent.",1
7293,President Barack Obama said over 20 times he did not have the legal authority to act as he did on immigration.,0
7294,"""The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.""",1
7295,"Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.",1
7296,We lose an average of 90 Americans every day because of guns.,0
7297,"""One state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.""",0
7298,Black Female Playwrights Want You to Face Facts. The Harsh Ones. - The New York Times,0
7299,"Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business",1
7300,Melania Trump Wins Libel Suit for Calling Her ’High-End Escort’,0
7301,Britain Should Embrace Unilateral Free Trade Right Now,1
7302,There used to be 16 workers for every one person on Social Security. ... Now its three.,0
7303,"Says under his utility rate plan, An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills.",0
7304,The size of our federal government has more than doubled since the year 2000.,1
7305,On using the Strategic Petroleum Reserve.,1
7306,We werent told they wanted more security for diplomatic facilities in Libya.,1
7307,Surge of Migrants Illegally Crossing U.S.-Mexico Border Ahead of Election,1
7308,"McDonalds workers in Denmark have a union. Earn $45,000/year.",0
7309,Sen. Barbara Boxer voted against immigration reform to permit (Hispanic immigrants) people to come here legally to work.,1
7310,Under Gov. Rick Perrys leadership [Texas] has created more jobs over the last decade than the rest of the states combined.,1
7311,The Republican election platform was actually written with the help of a former lobbyist for AIG and a former lobbyist for Exxon-Mobil.,0
7312,Says Ohios economic recovery started in February 2010.,0
7313,No one knows who bought the [38 Studios] bonds. And there was some language put in the bond offer that they must remain anonymous.,0
7314,Weve cut taxes 50 times and look what has happened to our revenues. Theyve grown.,0
7315,The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.,1
7316,The city of Atlanta has $56 million in its reserves.,0
7317,One of the things we found very clearly and consistently is that [video gaming] is a growth industry.,1
7318,"Life: After 55 Years Of Research, Jane Goodall Shares Her 6 Most Fascinating Discoveries About Chimpanzees",1
7319,Moveable Feast Cafe 2016/11/04 … Open Thread,1
7320,Al Franken said almost exactly what Trump said about John McCains military record.,0
7321,A member of the redistricting commission proposed in Issue 2 could accept a bribe from somebody and couldnt be removed from this commission.,1
